client_sk,client_id,valid_from,valid_to,is_current,legal_name,registration_no,onboarding_date,years_in_business,employees_band,turnover_band,segment,kyc_status,relationship_manager_id,geography_sk,industry_sk
19164,C019164,3/1/2023,8/2/2025,True,Client 19164 (Pty) Ltd,REG0019164,11/14/2018,23,1000+,< R5m,Medium,In Review,RM084,13,9
19165,C019165,3/1/2023,8/2/2025,True,Client 19165 (Pty) Ltd,REG0019165,04/14/2021,7,1-20,R5m-R20m,Micro,Pending,RM098,19,10
19166,C019166,3/1/2023,8/2/2025,True,Client 19166 (Pty) Ltd,REG0019166,04/09/2020,24,1-20,< R5m,Micro,Verified,RM024,43,5
19167,C019167,3/1/2023,8/2/2025,True,Client 19167 (Pty) Ltd,REG0019167,09/30/2020,1,101-250,R5m-R20m,Micro,Verified,RM061,21,9
19168,C019168,3/1/2023,8/2/2025,True,Client 19168 (Pty) Ltd,REG0019168,08/24/2020,15,101-250,< R5m,Micro,Verified,RM071,23,4
19169,C019169,3/1/2023,8/2/2025,True,Client 19169 (Pty) Ltd,REG0019169,03/16/2016,15,51-100,< R5m,Small,Verified,RM012,26,10
19170,C019170,3/1/2023,8/2/2025,True,Client 19170 (Pty) Ltd,REG0019170,02/09/2018,28,1-20,< R5m,Small,Verified,RM012,29,5
19171,C019171,3/1/2023,8/2/2025,True,Client 19171 (Pty) Ltd,REG0019171,07/06/2022,19,1-20,< R5m,Small,Verified,RM064,49,5
19172,C019172,3/1/2023,8/2/2025,True,Client 19172 (Pty) Ltd,REG0019172,01/07/2015,4,1000+,R5m-R20m,Medium,Verified,RM026,8,3
19173,C019173,3/1/2023,8/2/2025,True,Client 19173 (Pty) Ltd,REG0019173,05/06/2019,27,1-20,R5m-R20m,Micro,Verified,RM027,14,2
19174,C019174,3/1/2023,8/2/2025,True,Client 19174 (Pty) Ltd,REG0019174,04/05/2017,6,101-250,< R5m,Small,In Review,RM023,28,5
19175,C019175,3/1/2023,8/2/2025,True,Client 19175 (Pty) Ltd,REG0019175,06/22/2018,10,251-500,< R5m,Small,Verified,RM061,47,10
19176,C019176,3/1/2023,8/2/2025,True,Client 19176 (Pty) Ltd,REG0019176,08/03/2018,12,21-50,< R5m,Small,Verified,RM040,25,10
19177,C019177,3/1/2023,8/2/2025,True,Client 19177 (Pty) Ltd,REG0019177,06/16/2019,26,251-500,R5m-R20m,Enterprise,Verified,RM051,40,5
19178,C019178,3/1/2023,8/2/2025,True,Client 19178 (Pty) Ltd,REG0019178,11/02/2017,25,1-20,< R5m,Micro,Verified,RM032,18,5
19179,C019179,3/1/2023,8/2/2025,True,Client 19179 (Pty) Ltd,REG0019179,03/15/2018,4,251-500,< R5m,Micro,Rejected,RM052,37,2
19180,C019180,3/1/2023,8/2/2025,True,Client 19180 (Pty) Ltd,REG0019180,04/22/2016,6,51-100,< R5m,Corporate,Verified,RM083,4,8
19181,C019181,3/1/2023,8/2/2025,True,Client 19181 (Pty) Ltd,REG0019181,05/02/2022,25,1-20,R5m-R20m,Micro,Verified,RM083,33,4
19182,C019182,3/1/2023,8/2/2025,True,Client 19182 (Pty) Ltd,REG0019182,12/15/2016,14,101-250,< R5m,Corporate,Verified,RM048,3,3
19183,C019183,3/1/2023,8/2/2025,True,Client 19183 (Pty) Ltd,REG0019183,08/04/2019,30,251-500,< R5m,Micro,In Review,RM068,46,2
19184,C019184,3/1/2023,8/2/2025,True,Client 19184 (Pty) Ltd,REG0019184,12/02/2020,13,21-50,< R5m,Micro,Verified,RM006,25,6
19185,C019185,3/1/2023,8/2/2025,True,Client 19185 (Pty) Ltd,REG0019185,05/23/2016,25,101-250,R500m+,Small,Verified,RM045,21,7
19186,C019186,3/1/2023,8/2/2025,True,Client 19186 (Pty) Ltd,REG0019186,10/05/2020,22,101-250,R20m-R100m,Micro,Verified,RM028,5,4
19187,C019187,3/1/2023,8/2/2025,True,Client 19187 (Pty) Ltd,REG0019187,01/17/2016,21,101-250,< R5m,Micro,Verified,RM097,49,9
19188,C019188,3/1/2023,8/2/2025,True,Client 19188 (Pty) Ltd,REG0019188,03/26/2018,3,21-50,< R5m,Micro,Verified,RM026,10,1
19189,C019189,3/1/2023,8/2/2025,True,Client 19189 (Pty) Ltd,REG0019189,01/20/2020,21,51-100,< R5m,Small,Verified,RM060,12,9
19190,C019190,3/1/2023,8/2/2025,True,Client 19190 (Pty) Ltd,REG0019190,04/01/2018,15,21-50,< R5m,Micro,Verified,RM006,8,4
19191,C019191,3/1/2023,8/2/2025,True,Client 19191 (Pty) Ltd,REG0019191,10/02/2015,3,21-50,< R5m,Corporate,In Review,RM008,42,9
19192,C019192,3/1/2023,8/2/2025,True,Client 19192 (Pty) Ltd,REG0019192,09/15/2019,5,1-20,R5m-R20m,Small,Verified,RM001,42,3
19193,C019193,3/1/2023,8/2/2025,True,Client 19193 (Pty) Ltd,REG0019193,01/05/2018,13,251-500,R20m-R100m,Small,Verified,RM009,10,1
19194,C019194,3/1/2023,8/2/2025,True,Client 19194 (Pty) Ltd,REG0019194,02/04/2020,26,21-50,R5m-R20m,Small,Verified,RM029,42,5
19195,C019195,3/1/2023,8/2/2025,True,Client 19195 (Pty) Ltd,REG0019195,09/22/2020,26,1-20,R5m-R20m,Small,Verified,RM082,43,1
19196,C019196,3/1/2023,8/2/2025,True,Client 19196 (Pty) Ltd,REG0019196,12/18/2016,15,1-20,R5m-R20m,Micro,Verified,RM016,12,6
19197,C019197,3/1/2023,8/2/2025,True,Client 19197 (Pty) Ltd,REG0019197,11/14/2015,17,1-20,< R5m,Small,Verified,RM024,7,10
19198,C019198,3/1/2023,8/2/2025,True,Client 19198 (Pty) Ltd,REG0019198,06/17/2016,6,1-20,< R5m,Corporate,In Review,RM019,26,7
19199,C019199,3/1/2023,8/2/2025,True,Client 19199 (Pty) Ltd,REG0019199,05/28/2019,23,21-50,< R5m,Small,In Review,RM089,11,9
19200,C019200,3/1/2023,8/2/2025,True,Client 19200 (Pty) Ltd,REG0019200,11/12/2019,18,251-500,< R5m,Medium,Verified,RM048,46,2
19201,C019201,3/1/2023,8/2/2025,True,Client 19201 (Pty) Ltd,REG0019201,04/03/2021,3,1-20,< R5m,Micro,Verified,RM060,24,10
19202,C019202,3/1/2023,8/2/2025,True,Client 19202 (Pty) Ltd,REG0019202,01/19/2023,26,501-1000,R5m-R20m,Small,Verified,RM079,32,6
19203,C019203,3/1/2023,8/2/2025,True,Client 19203 (Pty) Ltd,REG0019203,01/08/2022,9,1-20,< R5m,Micro,Verified,RM014,24,10
19204,C019204,3/1/2023,8/2/2025,True,Client 19204 (Pty) Ltd,REG0019204,05/29/2018,8,51-100,R5m-R20m,Medium,Pending,RM083,20,3
19205,C019205,3/1/2023,8/2/2025,True,Client 19205 (Pty) Ltd,REG0019205,08/26/2018,20,101-250,R20m-R100m,Small,Verified,RM022,13,4
19206,C019206,3/1/2023,8/2/2025,True,Client 19206 (Pty) Ltd,REG0019206,04/15/2018,11,51-100,< R5m,Small,Rejected,RM003,26,2
19207,C019207,3/1/2023,8/2/2025,True,Client 19207 (Pty) Ltd,REG0019207,11/30/2019,28,1-20,< R5m,Micro,Verified,RM034,15,9
19208,C019208,3/1/2023,8/2/2025,True,Client 19208 (Pty) Ltd,REG0019208,09/16/2020,24,51-100,< R5m,Corporate,Verified,RM053,38,7
19209,C019209,3/1/2023,8/2/2025,True,Client 19209 (Pty) Ltd,REG0019209,05/25/2022,11,21-50,R100m-R500m,Corporate,Verified,RM014,14,10
19210,C019210,3/1/2023,8/2/2025,True,Client 19210 (Pty) Ltd,REG0019210,12/25/2018,8,1-20,R5m-R20m,Medium,Verified,RM076,33,5
19211,C019211,3/1/2023,8/2/2025,True,Client 19211 (Pty) Ltd,REG0019211,04/17/2020,30,1-20,R20m-R100m,Corporate,Verified,RM023,28,5
19212,C019212,3/1/2023,8/2/2025,True,Client 19212 (Pty) Ltd,REG0019212,01/16/2017,22,1-20,R5m-R20m,Medium,Verified,RM092,17,6
19213,C019213,3/1/2023,8/2/2025,True,Client 19213 (Pty) Ltd,REG0019213,04/20/2017,30,1-20,< R5m,Medium,Verified,RM012,31,6
19214,C019214,3/1/2023,8/2/2025,True,Client 19214 (Pty) Ltd,REG0019214,10/31/2021,1,51-100,R20m-R100m,Medium,Pending,RM044,28,9
19215,C019215,3/1/2023,8/2/2025,True,Client 19215 (Pty) Ltd,REG0019215,02/27/2019,2,501-1000,< R5m,Micro,Verified,RM069,17,7
19216,C019216,3/1/2023,8/2/2025,True,Client 19216 (Pty) Ltd,REG0019216,06/24/2022,20,1-20,R5m-R20m,Micro,Verified,RM100,47,6
19217,C019217,3/1/2023,8/2/2025,True,Client 19217 (Pty) Ltd,REG0019217,12/12/2020,4,21-50,R5m-R20m,Medium,Verified,RM032,28,7
19218,C019218,3/1/2023,8/2/2025,True,Client 19218 (Pty) Ltd,REG0019218,12/24/2017,2,1-20,R5m-R20m,Micro,Rejected,RM085,46,6
19219,C019219,3/1/2023,8/2/2025,True,Client 19219 (Pty) Ltd,REG0019219,03/03/2017,25,101-250,R5m-R20m,Medium,Verified,RM031,5,5
19220,C019220,3/1/2023,8/2/2025,True,Client 19220 (Pty) Ltd,REG0019220,10/02/2022,2,251-500,R100m-R500m,Micro,Verified,RM040,16,9
19221,C019221,3/1/2023,8/2/2025,True,Client 19221 (Pty) Ltd,REG0019221,06/21/2018,13,1-20,R5m-R20m,Small,Rejected,RM040,20,6
19222,C019222,3/1/2023,8/2/2025,True,Client 19222 (Pty) Ltd,REG0019222,03/31/2019,29,251-500,< R5m,Micro,Verified,RM054,27,1
19223,C019223,3/1/2023,8/2/2025,True,Client 19223 (Pty) Ltd,REG0019223,03/23/2021,22,1-20,< R5m,Small,Verified,RM041,44,6
19224,C019224,3/1/2023,8/2/2025,True,Client 19224 (Pty) Ltd,REG0019224,11/17/2021,21,1-20,R100m-R500m,Micro,Verified,RM050,16,10
19225,C019225,3/1/2023,8/2/2025,True,Client 19225 (Pty) Ltd,REG0019225,05/14/2022,20,1-20,R20m-R100m,Small,In Review,RM096,19,6
19226,C019226,3/1/2023,8/2/2025,True,Client 19226 (Pty) Ltd,REG0019226,10/20/2015,6,1-20,R5m-R20m,Enterprise,Verified,RM025,15,3
19227,C019227,3/1/2023,8/2/2025,True,Client 19227 (Pty) Ltd,REG0019227,07/31/2022,4,1-20,< R5m,Small,Verified,RM003,28,1
19228,C019228,3/1/2023,8/2/2025,True,Client 19228 (Pty) Ltd,REG0019228,11/05/2018,25,21-50,< R5m,Corporate,Verified,RM026,5,4
19229,C019229,3/1/2023,8/2/2025,True,Client 19229 (Pty) Ltd,REG0019229,07/07/2019,27,51-100,R5m-R20m,Small,In Review,RM040,34,2
19230,C019230,3/1/2023,8/2/2025,True,Client 19230 (Pty) Ltd,REG0019230,09/04/2022,26,1-20,R5m-R20m,Micro,Verified,RM065,21,9
19231,C019231,3/1/2023,8/2/2025,True,Client 19231 (Pty) Ltd,REG0019231,01/22/2021,15,1-20,< R5m,Medium,Verified,RM002,50,9
19232,C019232,3/1/2023,8/2/2025,True,Client 19232 (Pty) Ltd,REG0019232,09/17/2022,23,1-20,R500m+,Enterprise,Verified,RM018,14,9
19233,C019233,3/1/2023,8/2/2025,True,Client 19233 (Pty) Ltd,REG0019233,05/26/2018,3,101-250,R5m-R20m,Micro,Verified,RM061,10,9
19234,C019234,3/1/2023,8/2/2025,True,Client 19234 (Pty) Ltd,REG0019234,12/28/2022,28,1-20,R20m-R100m,Small,Verified,RM034,6,7
19235,C019235,3/1/2023,8/2/2025,True,Client 19235 (Pty) Ltd,REG0019235,12/11/2017,26,1-20,< R5m,Small,Verified,RM011,2,10
19236,C019236,3/1/2023,8/2/2025,True,Client 19236 (Pty) Ltd,REG0019236,10/29/2018,4,1-20,R5m-R20m,Small,Verified,RM090,9,10
19237,C019237,3/1/2023,8/2/2025,True,Client 19237 (Pty) Ltd,REG0019237,08/21/2019,17,1-20,R5m-R20m,Micro,In Review,RM015,25,6
19238,C019238,3/1/2023,8/2/2025,True,Client 19238 (Pty) Ltd,REG0019238,02/27/2022,6,21-50,R20m-R100m,Medium,Verified,RM024,34,6
19239,C019239,3/1/2023,8/2/2025,True,Client 19239 (Pty) Ltd,REG0019239,11/03/2017,2,1-20,R5m-R20m,Corporate,Verified,RM092,31,2
19240,C019240,3/1/2023,8/2/2025,True,Client 19240 (Pty) Ltd,REG0019240,09/25/2018,20,1-20,R5m-R20m,Micro,Verified,RM039,14,2
19241,C019241,3/1/2023,8/2/2025,True,Client 19241 (Pty) Ltd,REG0019241,04/03/2022,13,101-250,R5m-R20m,Small,Verified,RM042,3,10
19242,C019242,3/1/2023,8/2/2025,True,Client 19242 (Pty) Ltd,REG0019242,04/12/2019,15,501-1000,< R5m,Medium,In Review,RM047,33,8
19243,C019243,3/1/2023,8/2/2025,True,Client 19243 (Pty) Ltd,REG0019243,01/17/2018,5,251-500,R20m-R100m,Enterprise,Verified,RM036,6,4
19244,C019244,3/1/2023,8/2/2025,True,Client 19244 (Pty) Ltd,REG0019244,01/31/2023,28,501-1000,< R5m,Micro,Verified,RM013,41,10
19245,C019245,3/1/2023,8/2/2025,True,Client 19245 (Pty) Ltd,REG0019245,09/19/2020,24,51-100,R20m-R100m,Micro,In Review,RM071,46,8
19246,C019246,3/1/2023,8/2/2025,True,Client 19246 (Pty) Ltd,REG0019246,07/15/2018,19,1000+,R20m-R100m,Corporate,Verified,RM048,2,7
19247,C019247,3/1/2023,8/2/2025,True,Client 19247 (Pty) Ltd,REG0019247,03/07/2018,6,21-50,< R5m,Medium,Pending,RM077,6,10
19248,C019248,3/1/2023,8/2/2025,True,Client 19248 (Pty) Ltd,REG0019248,10/26/2017,17,101-250,R5m-R20m,Enterprise,Verified,RM036,1,10
19249,C019249,3/1/2023,8/2/2025,True,Client 19249 (Pty) Ltd,REG0019249,08/30/2015,25,501-1000,< R5m,Small,Verified,RM083,25,5
19250,C019250,3/1/2023,8/2/2025,True,Client 19250 (Pty) Ltd,REG0019250,06/11/2015,28,51-100,R5m-R20m,Small,Verified,RM040,25,9
19251,C019251,3/1/2023,8/2/2025,True,Client 19251 (Pty) Ltd,REG0019251,07/02/2022,1,501-1000,< R5m,Micro,Verified,RM084,34,3
19252,C019252,3/1/2023,8/2/2025,True,Client 19252 (Pty) Ltd,REG0019252,10/27/2022,2,1-20,< R5m,Enterprise,Verified,RM006,27,9
19253,C019253,3/1/2023,8/2/2025,True,Client 19253 (Pty) Ltd,REG0019253,09/05/2017,1,1-20,R5m-R20m,Micro,Verified,RM039,36,4
19254,C019254,3/1/2023,8/2/2025,True,Client 19254 (Pty) Ltd,REG0019254,06/01/2016,8,21-50,< R5m,Small,Verified,RM050,45,4
19255,C019255,3/1/2023,8/2/2025,True,Client 19255 (Pty) Ltd,REG0019255,06/16/2017,29,21-50,R20m-R100m,Small,In Review,RM071,37,4
19256,C019256,3/1/2023,8/2/2025,True,Client 19256 (Pty) Ltd,REG0019256,02/21/2017,4,251-500,< R5m,Small,Verified,RM083,27,3
19257,C019257,3/1/2023,8/2/2025,True,Client 19257 (Pty) Ltd,REG0019257,10/02/2022,18,251-500,R5m-R20m,Medium,Rejected,RM001,45,9
19258,C019258,3/1/2023,8/2/2025,True,Client 19258 (Pty) Ltd,REG0019258,03/25/2018,23,51-100,R5m-R20m,Small,Verified,RM061,32,4
19259,C019259,3/1/2023,8/2/2025,True,Client 19259 (Pty) Ltd,REG0019259,03/26/2015,24,1-20,< R5m,Micro,Verified,RM020,26,3
19260,C019260,3/1/2023,8/2/2025,True,Client 19260 (Pty) Ltd,REG0019260,10/02/2019,9,1-20,R20m-R100m,Micro,Verified,RM095,50,2
19261,C019261,3/1/2023,8/2/2025,True,Client 19261 (Pty) Ltd,REG0019261,10/30/2017,15,51-100,R5m-R20m,Enterprise,In Review,RM050,13,5
19262,C019262,3/1/2023,8/2/2025,True,Client 19262 (Pty) Ltd,REG0019262,05/18/2015,16,21-50,R20m-R100m,Medium,Verified,RM020,49,10
19263,C019263,3/1/2023,8/2/2025,True,Client 19263 (Pty) Ltd,REG0019263,01/23/2017,21,1-20,< R5m,Enterprise,In Review,RM017,49,6
19264,C019264,3/1/2023,8/2/2025,True,Client 19264 (Pty) Ltd,REG0019264,02/01/2023,30,1-20,< R5m,Micro,Verified,RM091,2,2
19265,C019265,3/1/2023,8/2/2025,True,Client 19265 (Pty) Ltd,REG0019265,12/13/2016,3,51-100,R5m-R20m,Small,Rejected,RM062,37,10
19266,C019266,3/1/2023,8/2/2025,True,Client 19266 (Pty) Ltd,REG0019266,01/12/2021,1,101-250,< R5m,Micro,In Review,RM012,5,1
19267,C019267,3/1/2023,8/2/2025,True,Client 19267 (Pty) Ltd,REG0019267,09/21/2021,24,1-20,R20m-R100m,Small,Verified,RM043,26,7
19268,C019268,3/1/2023,8/2/2025,True,Client 19268 (Pty) Ltd,REG0019268,10/05/2022,13,21-50,< R5m,Micro,Verified,RM092,43,10
19269,C019269,3/1/2023,8/2/2025,True,Client 19269 (Pty) Ltd,REG0019269,08/02/2016,14,51-100,R20m-R100m,Small,Verified,RM078,24,3
19270,C019270,3/1/2023,8/2/2025,True,Client 19270 (Pty) Ltd,REG0019270,07/07/2016,6,21-50,R20m-R100m,Micro,Verified,RM045,50,10
19271,C019271,3/1/2023,8/2/2025,True,Client 19271 (Pty) Ltd,REG0019271,01/31/2016,5,501-1000,< R5m,Micro,Verified,RM005,42,4
19272,C019272,3/1/2023,8/2/2025,True,Client 19272 (Pty) Ltd,REG0019272,04/21/2020,29,1-20,< R5m,Micro,Verified,RM082,23,1
19273,C019273,3/1/2023,8/2/2025,True,Client 19273 (Pty) Ltd,REG0019273,08/14/2019,23,251-500,< R5m,Small,In Review,RM021,30,8
19274,C019274,3/1/2023,8/2/2025,True,Client 19274 (Pty) Ltd,REG0019274,06/08/2019,5,1-20,< R5m,Micro,Verified,RM090,28,7
19275,C019275,3/1/2023,8/2/2025,True,Client 19275 (Pty) Ltd,REG0019275,03/03/2018,27,51-100,< R5m,Small,In Review,RM033,21,3
19276,C019276,3/1/2023,8/2/2025,True,Client 19276 (Pty) Ltd,REG0019276,08/25/2018,4,1-20,< R5m,Small,Verified,RM076,45,6
19277,C019277,3/1/2023,8/2/2025,True,Client 19277 (Pty) Ltd,REG0019277,03/04/2020,21,501-1000,< R5m,Micro,Verified,RM047,15,8
19278,C019278,3/1/2023,8/2/2025,True,Client 19278 (Pty) Ltd,REG0019278,03/20/2017,12,1-20,< R5m,Corporate,Verified,RM086,17,3
19279,C019279,3/1/2023,8/2/2025,True,Client 19279 (Pty) Ltd,REG0019279,02/02/2022,14,21-50,< R5m,Micro,Verified,RM093,44,10
19280,C019280,3/1/2023,8/2/2025,True,Client 19280 (Pty) Ltd,REG0019280,06/19/2015,27,251-500,R20m-R100m,Small,In Review,RM031,49,4
19281,C019281,3/1/2023,8/2/2025,True,Client 19281 (Pty) Ltd,REG0019281,05/26/2021,23,21-50,< R5m,Medium,Verified,RM094,39,6
19282,C019282,3/1/2023,8/2/2025,True,Client 19282 (Pty) Ltd,REG0019282,01/09/2017,14,101-250,R500m+,Medium,Verified,RM020,27,5
19283,C019283,3/1/2023,8/2/2025,True,Client 19283 (Pty) Ltd,REG0019283,01/16/2020,11,501-1000,R500m+,Small,Verified,RM001,35,10
19284,C019284,3/1/2023,8/2/2025,True,Client 19284 (Pty) Ltd,REG0019284,03/20/2022,22,1-20,< R5m,Micro,Verified,RM014,13,6
19285,C019285,3/1/2023,8/2/2025,True,Client 19285 (Pty) Ltd,REG0019285,08/14/2022,10,21-50,< R5m,Enterprise,Verified,RM039,34,5
19286,C019286,3/1/2023,8/2/2025,True,Client 19286 (Pty) Ltd,REG0019286,04/01/2016,10,51-100,< R5m,Corporate,In Review,RM071,4,3
19287,C019287,3/1/2023,8/2/2025,True,Client 19287 (Pty) Ltd,REG0019287,07/11/2022,29,101-250,< R5m,Enterprise,Pending,RM075,44,10
19288,C019288,3/1/2023,8/2/2025,True,Client 19288 (Pty) Ltd,REG0019288,08/18/2018,28,1-20,< R5m,Medium,Rejected,RM042,50,2
19289,C019289,3/1/2023,8/2/2025,True,Client 19289 (Pty) Ltd,REG0019289,09/24/2020,30,21-50,< R5m,Medium,Verified,RM020,10,9
19290,C019290,3/1/2023,8/2/2025,True,Client 19290 (Pty) Ltd,REG0019290,05/21/2019,27,1-20,R5m-R20m,Corporate,In Review,RM087,41,4
19291,C019291,3/1/2023,8/2/2025,True,Client 19291 (Pty) Ltd,REG0019291,10/15/2018,9,101-250,R5m-R20m,Small,Verified,RM061,10,3
19292,C019292,3/1/2023,8/2/2025,True,Client 19292 (Pty) Ltd,REG0019292,07/08/2018,26,1-20,< R5m,Micro,Verified,RM036,1,4
19293,C019293,3/1/2023,8/2/2025,True,Client 19293 (Pty) Ltd,REG0019293,02/20/2018,2,1-20,R5m-R20m,Small,Verified,RM054,10,3
19294,C019294,3/1/2023,8/2/2025,True,Client 19294 (Pty) Ltd,REG0019294,08/19/2015,14,101-250,< R5m,Small,Verified,RM066,5,8
19295,C019295,3/1/2023,8/2/2025,True,Client 19295 (Pty) Ltd,REG0019295,05/08/2022,7,101-250,< R5m,Medium,Verified,RM077,40,10
19296,C019296,3/1/2023,8/2/2025,True,Client 19296 (Pty) Ltd,REG0019296,04/22/2015,17,1-20,< R5m,Medium,In Review,RM029,39,1
19297,C019297,3/1/2023,8/2/2025,True,Client 19297 (Pty) Ltd,REG0019297,08/15/2016,24,21-50,< R5m,Micro,Verified,RM037,35,10
19298,C019298,3/1/2023,8/2/2025,True,Client 19298 (Pty) Ltd,REG0019298,12/16/2022,20,51-100,R5m-R20m,Micro,Verified,RM043,2,7
19299,C019299,3/1/2023,8/2/2025,True,Client 19299 (Pty) Ltd,REG0019299,09/04/2021,8,51-100,< R5m,Small,Pending,RM050,42,2
19300,C019300,3/1/2023,8/2/2025,True,Client 19300 (Pty) Ltd,REG0019300,09/05/2021,24,101-250,R20m-R100m,Small,In Review,RM063,10,3
19301,C019301,3/1/2023,8/2/2025,True,Client 19301 (Pty) Ltd,REG0019301,07/03/2021,20,21-50,R100m-R500m,Small,Verified,RM013,31,8
19302,C019302,3/1/2023,8/2/2025,True,Client 19302 (Pty) Ltd,REG0019302,05/23/2018,4,21-50,< R5m,Small,Pending,RM027,15,2
19303,C019303,3/1/2023,8/2/2025,True,Client 19303 (Pty) Ltd,REG0019303,03/02/2020,5,1-20,R5m-R20m,Medium,Verified,RM100,9,2
19304,C019304,3/1/2023,8/2/2025,True,Client 19304 (Pty) Ltd,REG0019304,08/26/2022,13,501-1000,R5m-R20m,Small,Verified,RM023,19,5
19305,C019305,3/1/2023,8/2/2025,True,Client 19305 (Pty) Ltd,REG0019305,08/11/2021,7,51-100,< R5m,Small,Pending,RM066,10,3
19306,C019306,3/1/2023,8/2/2025,True,Client 19306 (Pty) Ltd,REG0019306,10/30/2020,6,21-50,< R5m,Small,Verified,RM008,18,3
19307,C019307,3/1/2023,8/2/2025,True,Client 19307 (Pty) Ltd,REG0019307,10/24/2022,17,21-50,R100m-R500m,Small,In Review,RM078,42,5
19308,C019308,3/1/2023,8/2/2025,True,Client 19308 (Pty) Ltd,REG0019308,11/09/2022,6,1-20,R5m-R20m,Small,Verified,RM018,44,3
19309,C019309,3/1/2023,8/2/2025,True,Client 19309 (Pty) Ltd,REG0019309,01/04/2018,19,21-50,R5m-R20m,Micro,Verified,RM072,30,7
19310,C019310,3/1/2023,8/2/2025,True,Client 19310 (Pty) Ltd,REG0019310,03/07/2019,25,51-100,R500m+,Small,Rejected,RM065,3,8
19311,C019311,3/1/2023,8/2/2025,True,Client 19311 (Pty) Ltd,REG0019311,05/23/2020,3,501-1000,< R5m,Micro,Verified,RM088,30,5
19312,C019312,3/1/2023,8/2/2025,True,Client 19312 (Pty) Ltd,REG0019312,08/09/2017,9,51-100,< R5m,Small,Verified,RM025,40,2
19313,C019313,3/1/2023,8/2/2025,True,Client 19313 (Pty) Ltd,REG0019313,02/11/2019,21,51-100,< R5m,Small,Verified,RM077,25,9
19314,C019314,3/1/2023,8/2/2025,True,Client 19314 (Pty) Ltd,REG0019314,01/07/2016,28,101-250,< R5m,Small,Rejected,RM083,20,5
19315,C019315,3/1/2023,8/2/2025,True,Client 19315 (Pty) Ltd,REG0019315,04/30/2021,26,21-50,R100m-R500m,Small,Verified,RM026,32,6
19316,C019316,3/1/2023,8/2/2025,True,Client 19316 (Pty) Ltd,REG0019316,04/20/2015,15,1-20,R5m-R20m,Small,Pending,RM015,46,3
19317,C019317,3/1/2023,8/2/2025,True,Client 19317 (Pty) Ltd,REG0019317,06/12/2021,8,251-500,R5m-R20m,Micro,Verified,RM043,33,7
19318,C019318,3/1/2023,8/2/2025,True,Client 19318 (Pty) Ltd,REG0019318,05/08/2018,25,21-50,R20m-R100m,Enterprise,Verified,RM019,4,10
19319,C019319,3/1/2023,8/2/2025,True,Client 19319 (Pty) Ltd,REG0019319,08/14/2015,25,1000+,R5m-R20m,Enterprise,Pending,RM050,21,4
19320,C019320,3/1/2023,8/2/2025,True,Client 19320 (Pty) Ltd,REG0019320,02/10/2021,23,21-50,< R5m,Micro,Rejected,RM072,24,1
19321,C019321,3/1/2023,8/2/2025,True,Client 19321 (Pty) Ltd,REG0019321,01/31/2015,26,51-100,< R5m,Small,Pending,RM017,41,6
19322,C019322,3/1/2023,8/2/2025,True,Client 19322 (Pty) Ltd,REG0019322,09/05/2016,15,21-50,R5m-R20m,Corporate,Verified,RM039,32,10
19323,C019323,3/1/2023,8/2/2025,True,Client 19323 (Pty) Ltd,REG0019323,11/30/2019,1,1-20,R20m-R100m,Enterprise,Pending,RM022,1,1
19324,C019324,3/1/2023,8/2/2025,True,Client 19324 (Pty) Ltd,REG0019324,04/09/2015,8,501-1000,< R5m,Medium,Verified,RM100,28,1
19325,C019325,3/1/2023,8/2/2025,True,Client 19325 (Pty) Ltd,REG0019325,09/24/2018,23,51-100,R5m-R20m,Corporate,Verified,RM033,3,5
19326,C019326,3/1/2023,8/2/2025,True,Client 19326 (Pty) Ltd,REG0019326,03/21/2017,4,21-50,< R5m,Micro,Verified,RM035,48,9
19327,C019327,3/1/2023,8/2/2025,True,Client 19327 (Pty) Ltd,REG0019327,12/26/2019,22,1-20,< R5m,Medium,Verified,RM091,4,2
19328,C019328,3/1/2023,8/2/2025,True,Client 19328 (Pty) Ltd,REG0019328,05/23/2022,10,1000+,< R5m,Small,Verified,RM081,3,9
19329,C019329,3/1/2023,8/2/2025,True,Client 19329 (Pty) Ltd,REG0019329,03/24/2017,16,251-500,R5m-R20m,Small,Pending,RM012,40,10
19330,C019330,3/1/2023,8/2/2025,True,Client 19330 (Pty) Ltd,REG0019330,12/27/2019,18,21-50,< R5m,Medium,Verified,RM088,5,9
19331,C019331,3/1/2023,8/2/2025,True,Client 19331 (Pty) Ltd,REG0019331,10/16/2017,4,1-20,R20m-R100m,Micro,Verified,RM065,50,3
19332,C019332,3/1/2023,8/2/2025,True,Client 19332 (Pty) Ltd,REG0019332,11/05/2020,8,1-20,R100m-R500m,Corporate,Verified,RM016,7,8
19333,C019333,3/1/2023,8/2/2025,True,Client 19333 (Pty) Ltd,REG0019333,12/22/2017,4,1-20,< R5m,Small,Verified,RM040,8,10
19334,C019334,3/1/2023,8/2/2025,True,Client 19334 (Pty) Ltd,REG0019334,07/10/2017,10,21-50,R5m-R20m,Medium,Verified,RM041,22,1
19335,C019335,3/1/2023,8/2/2025,True,Client 19335 (Pty) Ltd,REG0019335,11/11/2018,20,101-250,R5m-R20m,Micro,Verified,RM045,29,3
19336,C019336,3/1/2023,8/2/2025,True,Client 19336 (Pty) Ltd,REG0019336,01/22/2019,30,21-50,< R5m,Corporate,In Review,RM026,11,8
